time,y,hostname
56,1.4499885966905266,node-045
57,1.4739285660274803,node-045
58,2.403661042301137,node-045
59,2.6312673271017726,node-045
60,4.263180910498511,node-045
61,5.245092743516889,node-045
62,4.199114024824982,node-045
63,3.1962135932082942,node-045
64,4.90816957900736,node-045
65,3.792326050483045,node-045
66,3.1577384032529316,node-045
67,2.9149319346491627,node-045
68,3.896559849258885,node-045
69,3.5472294077088105,node-045
70,4.203505043162774,node-045
71,3.9354077805626417,node-045
72,3.2095323105475884,node-045
73,3.5087634093545583,node-045
74,3.0445694782789556,node-045
75,0.5136725342000799,node-045
76,1.5043220696632336,node-045
77,1.9088334252032353,node-045
78,2.2465085478854006,node-045
79,0.5066317530835172,node-045
80,-1.620603565322986,node-045
81,-1.4974508357773215,node-045
82,-1.8590860471212936,node-045
83,-1.3191955721302877,node-045
84,0.09411868243746535,node-045
85,0.21339235888636748,node-045
86,-0.6031503626185606,node-045
87,-1.1241149798866887,node-045
88,-0.2215515298769879,node-045
89,1.1798678855913645,node-045
90,0.0029268111882163605,node-045
91,1.342551314853474,node-045
92,0.22643197302606355,node-045
93,-0.5121810483196391,node-045
94,-0.6205480286196078,node-045
95,-1.2455067082319198,node-045
96,-1.4656229440131432,node-045
97,-0.2797474817771717,node-045
98,-1.579724144868677,node-045
99,-3.2770780113745843,node-045
100,-4.16971635916464,node-045
101,-2.4780011506790944,node-045
102,-3.8109939781791518,node-045
1,0.0,node-043
2,-1.0332383284935978,node-043
3,-1.3601229803578896,node-043
4,-1.8092098800120504,node-043
5,-1.3374025231007858,node-043
6,-1.0144332582060622,node-043
7,0.7188320858368915,node-043
8,2.0819122989168273,node-043
9,1.576118007601903,node-043
10,3.039846316358921,node-043
11,3.583198596991739,node-043
12,1.9508344130398474,node-043
13,0.6543302570066911,node-043
14,2.280947077487632,node-043
15,2.230622292205993,node-043
16,2.905076403984397,node-043
17,3.6811408865557995,node-043
18,2.3911701969841994,node-043
19,2.272694035473123,node-043
20,1.9271937925528309,node-043
21,0.7554356254248138,node-043
22,1.58613553450005,node-043
23,0.34832522976288494,node-043
24,-1.4438523216688353,node-043
25,-1.5146549153577813,node-043
26,-1.8093954629222853,node-043
27,-1.265713670802369,node-043
28,-0.5604151237552821,node-043
29,0.3047848488758421,node-043
30,0.5418689972333077,node-043
31,-1.1578552573004872,node-043
32,-2.034392746607428,node-043
33,-1.2282432643348777,node-043
34,-2.6797340190301995,node-043
35,-2.487629088193126,node-043
36,-3.888045437777568,node-043
37,-4.907218755171156,node-043
38,-5.239730609653195,node-043
39,-6.0124297423878135,node-043
40,-6.094747312618114,node-043
41,-5.083541752682021,node-043
42,-4.641321339490341,node-043
43,-4.137378290795149,node-043
44,-2.8948076509220537,node-043
45,-2.5937068163466632,node-043
46,-2.106468011770656,node-043
47,-0.1585078993799236,node-043
48,0.9376653406665407,node-043
49,1.4020542047636786,node-043
50,0.7532550518140265,node-043
51,-0.4670060879704133,node-043
52,-2.4203466706804297,node-043
53,-1.9949355042096473,node-043
54,-1.2975677757059603,node-043
55,-2.617581205055785,node-043
56,-3.0461021672199675,node-043
57,-2.6116920987790593,node-043
58,-2.501837108487568,node-043
59,-2.108540091131071,node-043
60,-1.4489420558047637,node-043
61,-2.4584394430873915,node-043
62,-2.0973398609170077,node-043
63,-3.6081778477692925,node-043
64,-4.027458953029447,node-043
65,-5.770671384983188,node-043
66,-4.946110592808262,node-043
67,-3.641312279322751,node-043
68,-2.4097037258117853,node-043
69,-1.7991483999007372,node-043
70,-1.394603889411291,node-043
71,-2.003411845671191,node-043
72,-0.5848390033968711,node-043
73,0.5855000251820242,node-043
74,0.44826881355546067,node-043
75,1.1315880595382128,node-043
76,2.1640419047161306,node-043
77,-0.43651019784908573,node-043
78,0.4713238918612185,node-043
79,0.033837639670280306,node-043
80,-0.734657351771328,node-043
81,-0.1337562822822307,node-043
82,-0.422622864685057,node-043
83,0.22700969498222595,node-043
84,-1.3922221204229437,node-043
85,-0.624969522325802,node-043
86,-0.12544781396439514,node-043
87,1.8255199976485963,node-043
88,1.8656317025927394,node-043
89,3.1493353065942897,node-043
90,4.570607803389705,node-043
91,4.343891039270226,node-043
92,4.545640830445254,node-043
93,5.517716383418184,node-043
94,3.93180129761046,node-043
95,4.0157956059869395,node-043
96,4.637065652102039,node-043
97,4.342566658800579,node-043
98,5.071333171188303,node-043
99,5.2925840212249025,node-043
100,5.254719846621158,node-043
101,4.768666607366896,node-043
102,5.246234181090412,node-043
1,0.0,node-037
2,-0.1554803203991222,node-037
3,0.642543992518286,node-037
4,-0.03952970596823213,node-037
5,0.06549169099232165,node-037
6,0.21429218413078893,node-037
7,0.44169730425677345,node-037
8,0.1082712814195293,node-037
9,2.0253687841307797,node-037
10,1.4079261028440269,node-037
